,Order Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit_Range
2875,01-12-20,Standard Class,SO-20335,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,41.86,7,0.0,18.837,Low_Profit
2876,01-12-20,Standard Class,SO-20335,Consumer,United States,Seattle,Washington,West,Furniture,Bookcases,141.96,2,0.0,41.1684,Medium_profit
2877,01-12-20,Standard Class,SH-19975,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,15.92,5,0.2,5.373,Low_Profit
2878,01-12-20,Standard Class,SH-19975,Corporate,United States,Seattle,Washington,West,Furniture,Furnishings,70.68,12,0.0,31.0992,Medium_profit
2881,01-12-20,Standard Class,SC-20305,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,15.936,4,0.2,5.1792,Low_Profit
2882,01-12-20,Standard Class,SC-20305,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,8.001,7,0.7,5.6007,Low_Profit
2885,02-12-20,First Class,VW-21775,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,109.92,2,0.0,53.8608,Medium_profit
2886,02-12-20,First Class,VW-21775,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,8.56,2,0.0,3.852,Low_Profit
2887,02-12-20,First Class,AS-10090,Consumer,United States,Charlottesville,Virginia,South,Office Supplies,Art,34.65,3,0.0,10.395,Low_Profit
2889,02-12-20,Second Class,JS-16030,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,8.752,4,0.6,3.7196,Low_Profit
2890,02-12-20,Standard Class,MK-17905,Corporate,United States,Miami,Florida,South,Office Supplies,Art,47.96,5,0.2,4.1965,Low_Profit
2891,02-12-20,Same Day,AM-10360,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,9.024,6,0.2,3.1584,Low_Profit
2892,02-12-20,Same Day,AM-10360,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,69.456,2,0.2,22.5732,Low_Profit
2893,02-12-20,Same Day,AM-10360,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,10.86,2,0.0,5.3214,Low_Profit
2894,02-12-20,Same Day,AM-10360,Corporate,United States,Los Angeles,California,West,Office Supplies,Appliances,79.47,3,0.0,22.2516,Low_Profit
2895,02-12-20,Same Day,AM-10360,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,10.08,6,0.0,5.04,Low_Profit
2896,02-12-20,Standard Class,DB-12910,Home Office,United States,Tampa,Florida,South,Office Supplies,Binders,45.66,5,0.7,33.484,Medium_profit
2899,02-12-20,Standard Class,BB-11545,Corporate,United States,Oakland,California,West,Technology,Phones,39.992,1,0.2,7.9984,Low_Profit
2901,02-12-20,Standard Class,BB-11545,Corporate,United States,Oakland,California,West,Office Supplies,Art,179.9,5,0.0,44.975,Medium_profit
2903,02-12-20,Standard Class,RP-19855,Corporate,United States,Houston,Texas,Central,Office Supplies,Art,12.16,5,0.2,2.128,Low_Profit
2904,02-12-20,Standard Class,BG-11035,Consumer,United States,Greensboro,North Carolina,South,Office Supplies,Art,32.776,1,0.2,2.4582,Low_Profit
2905,02-12-20,Standard Class,BS-11380,Corporate,United States,Denver,Colorado,West,Office Supplies,Storage,114.288,1,0.2,12.8574,Low_Profit
2906,02-12-20,Standard Class,BS-11380,Corporate,United States,Denver,Colorado,West,Office Supplies,Binders,36.624,8,0.7,24.416,Low_Profit
2908,02-12-20,Standard Class,BS-11380,Corporate,United States,Denver,Colorado,West,Technology,Phones,49.616,2,0.2,4.9616,Low_Profit
2910,02-12-20,Standard Class,BS-11380,Corporate,United States,Denver,Colorado,West,Technology,Phones,57.36,6,0.2,14.34,Low_Profit
2912,02-12-20,Same Day,SV-20935,Consumer,United States,Peoria,Arizona,West,Office Supplies,Binders,67.86,6,0.7,45.24,Medium_profit
2913,02-12-20,Standard Class,ES-14080,Corporate,United States,Lakewood,Ohio,East,Office Supplies,Art,19.728,9,0.2,1.7262,Low_Profit
2914,02-12-20,Standard Class,ES-14080,Corporate,United States,Lakewood,Ohio,East,Technology,Phones,151.188,2,0.4,25.198,Low_Profit
2915,02-12-20,First Class,KM-16720,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Appliances,286.86,7,0.0,80.3208,Medium_profit
2917,02-12-20,First Class,KM-16720,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Supplies,4.36,2,0.0,0.1744,Low_Profit
2918,03-12-20,Standard Class,CS-12460,Consumer,United States,New York City,New York,East,Office Supplies,Binders,83.92,5,0.2,29.372,Low_Profit
2919,03-12-20,Standard Class,CS-12460,Consumer,United States,New York City,New York,East,Office Supplies,Binders,14.624,2,0.2,5.1184,Low_Profit
2920,03-12-20,Standard Class,CS-12460,Consumer,United States,New York City,New York,East,Technology,Phones,136.99,1,0.0,36.9873,Medium_profit
2921,03-12-20,Standard Class,CS-12460,Consumer,United States,New York City,New York,East,Office Supplies,Labels,3.15,1,0.0,1.512,Low_Profit
2922,03-12-20,Same Day,TC-21295,Consumer,United States,San Diego,California,West,Office Supplies,Paper,166.44,3,0.0,79.8912,Medium_profit
2923,03-12-20,Second Class,ND-18370,Consumer,United States,Jacksonville,Florida,South,Technology,Accessories,47.992,1,0.2,7.1988,Low_Profit
2924,03-12-20,Standard Class,MC-17575,Consumer,United States,Fayetteville,North Carolina,South,Office Supplies,Appliances,45.216,3,0.2,4.5216,Low_Profit
2925,03-12-20,Standard Class,MC-17575,Consumer,United States,Fayetteville,North Carolina,South,Office Supplies,Binders,28.782,6,0.7,21.1068,Low_Profit
2926,03-12-20,Standard Class,MC-17575,Consumer,United States,Fayetteville,North Carolina,South,Office Supplies,Paper,24.448,4,0.2,8.8624,Low_Profit
2928,03-12-20,Standard Class,MV-17485,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,13.592,2,0.6,14.2716,Low_Profit
2929,03-12-20,First Class,CC-12550,Consumer,United States,Plano,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,Low_Profit
2930,03-12-20,Second Class,LC-16870,Consumer,United States,Thornton,Colorado,West,Office Supplies,Art,13.344,6,0.2,1.0008,Low_Profit
2931,03-12-20,Second Class,LC-16870,Consumer,United States,Thornton,Colorado,West,Technology,Accessories,76.752,6,0.2,10.5534,Low_Profit
2932,03-12-20,Second Class,LC-16870,Consumer,United States,Thornton,Colorado,West,Technology,Accessories,102.336,8,0.2,14.0712,Low_Profit
2933,03-12-20,Second Class,LC-16870,Consumer,United States,Thornton,Colorado,West,Office Supplies,Paper,10.32,2,0.2,3.741,Low_Profit
2934,03-12-20,Second Class,LC-16870,Consumer,United States,Thornton,Colorado,West,Office Supplies,Supplies,47.32,7,0.2,5.915,Low_Profit
2935,03-12-20,Second Class,LC-16870,Consumer,United States,Thornton,Colorado,West,Furniture,Furnishings,23.376,3,0.2,7.0128,Low_Profit
2936,03-12-20,Second Class,LC-16870,Consumer,United States,Thornton,Colorado,West,Furniture,Furnishings,16.72,5,0.2,3.344,Low_Profit
2937,03-12-20,Second Class,LC-16870,Consumer,United States,Thornton,Colorado,West,Furniture,Furnishings,16.192,1,0.2,4.6552,Low_Profit
2938,04-12-20,Standard Class,CM-12160,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.346,3,0.7,4.455,Low_Profit
2939,04-12-20,Same Day,DV-13045,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,188.552,7,0.3,2.6936,Low_Profit
2940,04-12-20,Standard Class,MS-17980,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,239.96,10,0.3,10.284,Low_Profit
2941,04-12-20,Standard Class,MS-17980,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,54.768,2,0.2,6.846,Low_Profit
2942,04-12-20,Standard Class,MS-17980,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,13.392,3,0.2,3.1806,Low_Profit
2943,04-12-20,Standard Class,MS-17980,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,23.92,5,0.2,8.671,Low_Profit
2944,04-12-20,Standard Class,MS-17980,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,255.968,4,0.2,28.7964,Low_Profit
2945,04-12-20,Standard Class,CB-12415,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,61.568,2,0.2,4.6176,Low_Profit
2946,04-12-20,Standard Class,TP-21130,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Art,8.8,5,0.0,2.552,Low_Profit
2947,04-12-20,Standard Class,TP-21130,Consumer,United States,Rochester,Minnesota,Central,Technology,Accessories,142.8,1,0.0,29.988,Low_Profit
2950,04-12-20,Second Class,LT-16765,Consumer,United States,Fairfield,Ohio,East,Office Supplies,Paper,74.352,3,0.2,23.235,Low_Profit
2951,04-12-20,First Class,CS-12250,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,11.76,2,0.0,5.7624,Low_Profit
2952,04-12-20,Standard Class,DO-13645,Consumer,United States,Paterson,New Jersey,East,Furniture,Furnishings,12.99,1,0.0,1.5588,Low_Profit
2953,04-12-20,Standard Class,DO-13645,Consumer,United States,Paterson,New Jersey,East,Furniture,Chairs,182.22,3,0.0,45.555,Medium_profit
2955,04-12-20,First Class,KE-16420,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,11.352,3,0.2,2.6961,Low_Profit
2956,05-12-20,First Class,RB-19570,Consumer,United States,Columbus,Indiana,Central,Office Supplies,Appliances,61.44,3,0.0,16.5888,Low_Profit
2957,05-12-20,First Class,RB-19570,Consumer,United States,Columbus,Indiana,Central,Office Supplies,Paper,38.9,5,0.0,17.505,Low_Profit
2958,05-12-20,First Class,RB-19570,Consumer,United States,Columbus,Indiana,Central,Technology,Accessories,99.39,3,0.0,40.7499,Medium_profit
2959,05-12-20,Second Class,NP-18325,Consumer,United States,San Diego,California,West,Office Supplies,Paper,92.94,3,0.0,41.823,Medium_profit
2960,05-12-20,Standard Class,QJ-19255,Corporate,United States,Burlington,Vermont,East,Technology,Accessories,205.03,7,0.0,67.6599,Medium_profit
2961,05-12-20,Standard Class,SM-20950,Corporate,United States,New York City,New York,East,Furniture,Furnishings,20.94,3,0.0,6.0726,Low_Profit
2962,05-12-20,Standard Class,SM-20950,Corporate,United States,New York City,New York,East,Furniture,Furnishings,58.68,2,0.0,18.1908,Low_Profit
2963,05-12-20,Standard Class,SM-20950,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,254.9,5,0.0,68.823,Medium_profit
2964,05-12-20,Standard Class,AB-10165,Consumer,United States,Bellevue,Washington,West,Office Supplies,Binders,24.816,3,0.2,8.3754,Low_Profit
2965,05-12-20,Standard Class,AB-10165,Consumer,United States,Bellevue,Washington,West,Office Supplies,Binders,14.976,6,0.2,5.4288,Low_Profit
2966,05-12-20,First Class,CS-11950,Consumer,United States,New York City,New York,East,Furniture,Furnishings,41.96,2,0.0,10.9096,Low_Profit
2967,05-12-20,First Class,CS-11950,Consumer,United States,New York City,New York,East,Office Supplies,Labels,9.45,3,0.0,4.536,Low_Profit
2968,05-12-20,First Class,PB-18805,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,83.92,5,0.2,29.372,Low_Profit
2969,05-12-20,First Class,PB-18805,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,199.9,5,0.0,39.98,Medium_profit
2970,05-12-20,First Class,PB-18805,Home Office,United States,Seattle,Washington,West,Technology,Phones,31.176,3,0.2,7.0146,Low_Profit
2971,05-12-20,First Class,PB-18805,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,172.752,6,0.2,60.4632,Medium_profit
2972,05-12-20,First Class,PB-18805,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,9.296,2,0.2,3.0212,Low_Profit
2973,05-12-20,Second Class,BF-11080,Consumer,United States,New York City,New York,East,Office Supplies,Paper,21.6,6,0.0,9.936,Low_Profit
2974,05-12-20,Second Class,BF-11080,Consumer,United States,New York City,New York,East,Office Supplies,Labels,11.07,3,0.0,5.2029,Low_Profit
2975,06-12-20,Second Class,BN-11470,Corporate,United States,Brentwood,California,West,Office Supplies,Storage,10.68,1,0.0,2.8836,Low_Profit
2977,07-12-20,Standard Class,DS-13180,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Fasteners,3.552,3,0.2,1.2432,Low_Profit
2978,07-12-20,Standard Class,DS-13180,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,Low_Profit
2979,07-12-20,First Class,SH-20395,Consumer,United States,Toledo,Ohio,East,Technology,Accessories,127.984,2,0.2,25.5968,Low_Profit
2980,07-12-20,Standard Class,DC-13285,Consumer,United States,Richmond,Virginia,South,Furniture,Furnishings,82.38,6,0.0,25.5378,Low_Profit
2983,07-12-20,Standard Class,BH-11710,Consumer,United States,Hattiesburg,Mississippi,South,Technology,Accessories,52.0,4,0.0,23.4,Low_Profit
2984,07-12-20,Standard Class,TC-21535,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,50.04,6,0.0,25.02,Low_Profit
2985,08-12-20,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,Technology,Accessories,179.95,5,0.0,37.7895,Medium_profit
2987,08-12-20,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,27.15,5,0.0,13.3035,Low_Profit
2989,08-12-20,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,9.68,1,0.0,4.6464,Low_Profit
2990,08-12-20,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,Office Supplies,Labels,28.35,9,0.0,13.608,Low_Profit
2991,08-12-20,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,55.98,1,0.0,27.4302,Low_Profit
2993,08-12-20,Standard Class,KH-16510,Consumer,United States,San Francisco,California,West,Furniture,Chairs,113.568,2,0.2,18.4548,Low_Profit
2994,08-12-20,Second Class,DL-13315,Consumer,United States,New York City,New York,East,Furniture,Furnishings,109.48,2,0.0,33.9388,Medium_profit
2995,08-12-20,Second Class,DL-13315,Consumer,United States,New York City,New York,East,Office Supplies,Storage,272.94,3,0.0,0.0,Low_Profit
2996,08-12-20,Second Class,DL-13315,Consumer,United States,New York City,New York,East,Office Supplies,Paper,19.44,3,0.0,9.3312,Low_Profit
2997,08-12-20,Second Class,DL-13315,Consumer,United States,New York City,New York,East,Office Supplies,Storage,31.92,4,0.0,8.2992,Low_Profit
2998,08-12-20,First Class,LF-17185,Consumer,United States,Inglewood,California,West,Office Supplies,Storage,29.79,3,0.0,8.6391,Low_Profit
2999,08-12-20,First Class,LF-17185,Consumer,United States,Inglewood,California,West,Furniture,Furnishings,128.9,2,0.0,15.468,Low_Profit
3000,08-12-20,First Class,LF-17185,Consumer,United States,Inglewood,California,West,Office Supplies,Paper,60.12,9,0.0,28.8576,Low_Profit
3001,08-12-20,Second Class,AS-10225,Corporate,United States,San Francisco,California,West,Office Supplies,Appliances,69.48,1,0.0,20.844,Low_Profit
3002,08-12-20,Standard Class,DM-13345,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,87.92,4,0.0,40.4432,Medium_profit
3003,08-12-20,Standard Class,DM-13345,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,22.424,1,0.2,8.409,Low_Profit
3004,08-12-20,Standard Class,DM-13345,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,90.48,3,0.2,33.93,Medium_profit
3005,08-12-20,Standard Class,DM-13345,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,42.76,1,0.0,11.1176,Low_Profit
3006,08-12-20,Standard Class,JP-15520,Consumer,United States,Madison,Wisconsin,Central,Technology,Accessories,178.11,3,0.0,32.0598,Medium_profit
3008,08-12-20,Standard Class,JP-15520,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,Labels,61.06,2,0.0,28.0876,Low_Profit
3010,08-12-20,Standard Class,JP-15520,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,Paper,27.52,4,0.0,12.6592,Low_Profit
3012,08-12-20,Standard Class,EG-13900,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,215.544,4,0.3,58.5048,Medium_profit
3013,08-12-20,First Class,MJ-17740,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,13.248,4,0.2,3.6432,Low_Profit
3014,08-12-20,First Class,MJ-17740,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,83.988,2,0.4,20.997,Low_Profit
3015,09-12-20,First Class,KB-16600,Corporate,United States,Houston,Texas,Central,Office Supplies,Binders,1.248,3,0.8,1.9344,Low_Profit
3016,09-12-20,First Class,KB-16600,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,9.708,3,0.6,5.8248,Low_Profit
3017,09-12-20,First Class,KB-16600,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,27.24,3,0.2,2.724,Low_Profit
3019,09-12-20,Standard Class,CA-12310,Corporate,United States,Cincinnati,Ohio,East,Office Supplies,Storage,37.208,1,0.2,7.4416,Low_Profit
3020,09-12-20,Standard Class,CA-12310,Corporate,United States,Cincinnati,Ohio,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,Low_Profit
3022,09-12-20,Standard Class,DK-12835,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Binders,41.54,2,0.0,19.5238,Low_Profit
3023,09-12-20,Standard Class,DK-12835,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Paper,12.96,2,0.0,6.2208,Low_Profit
3024,09-12-20,Standard Class,HF-14995,Consumer,United States,Indianapolis,Indiana,Central,Office Supplies,Paper,33.45,5,0.0,15.387,Low_Profit
3025,09-12-20,Standard Class,HF-14995,Consumer,United States,Indianapolis,Indiana,Central,Office Supplies,Binders,10.4,5,0.0,5.096,Low_Profit
3026,09-12-20,Standard Class,KM-16225,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,2.624,1,0.2,0.4264,Low_Profit
3027,09-12-20,Second Class,DB-13210,Consumer,United States,Detroit,Michigan,Central,Technology,Accessories,104.88,6,0.0,41.952,Medium_profit
3028,09-12-20,Second Class,DB-13210,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Art,34.7,5,0.0,12.492,Low_Profit
3029,09-12-20,Second Class,DB-13210,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,33.72,4,0.0,15.5112,Low_Profit
3030,09-12-20,Second Class,DB-13210,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Paper,14.94,3,0.0,7.0218,Low_Profit
3031,09-12-20,Standard Class,AH-10585,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,15.984,2,0.2,4.995,Low_Profit
3032,09-12-20,Second Class,AT-10435,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,11.16,2,0.0,2.79,Low_Profit
3034,09-12-20,Second Class,AT-10435,Home Office,United States,Los Angeles,California,West,Office Supplies,Appliances,189.0,1,0.0,68.04,Medium_profit
3035,09-12-20,Standard Class,LH-16900,Consumer,United States,Park Ridge,Illinois,Central,Office Supplies,Paper,143.856,9,0.2,48.5514,Medium_profit
3037,09-12-20,Standard Class,NC-18535,Corporate,United States,Phoenix,Arizona,West,Office Supplies,Binders,13.005,3,0.7,9.9705,Low_Profit
3038,09-12-20,Second Class,DB-12910,Home Office,United States,Salinas,California,West,Furniture,Bookcases,148.257,3,0.15,15.6978,Low_Profit
3039,09-12-20,Second Class,JL-15835,Consumer,United States,Richmond,Kentucky,South,Office Supplies,Binders,29.36,2,0.0,13.5056,Low_Profit
3040,09-12-20,Second Class,JL-15835,Consumer,United States,Richmond,Kentucky,South,Office Supplies,Appliances,214.9,5,0.0,62.321,Medium_profit
3041,09-12-20,Second Class,JL-15835,Consumer,United States,Richmond,Kentucky,South,Office Supplies,Binders,15.92,4,0.0,7.4824,Low_Profit
3042,09-12-20,Second Class,JL-15835,Consumer,United States,Richmond,Kentucky,South,Technology,Accessories,146.45,5,0.0,48.3285,Medium_profit
3043,09-12-20,Second Class,JL-15835,Consumer,United States,Richmond,Kentucky,South,Office Supplies,Storage,15.14,1,0.0,0.6056,Low_Profit
3044,09-12-20,Second Class,JL-15835,Consumer,United States,Richmond,Kentucky,South,Office Supplies,Labels,5.76,2,0.0,2.6496,Low_Profit
3046,09-12-20,Standard Class,RD-19720,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,11.088,7,0.7,8.1312,Low_Profit
3047,09-12-20,Standard Class,LW-17215,Consumer,United States,Grand Rapids,Michigan,Central,Office Supplies,Binders,54.9,5,0.0,26.901,Low_Profit
3048,10-12-20,Standard Class,BP-11185,Corporate,United States,San Diego,California,West,Office Supplies,Binders,19.936,4,0.2,7.2268,Low_Profit
3049,10-12-20,Standard Class,BP-11185,Corporate,United States,San Diego,California,West,Office Supplies,Binders,65.568,2,0.2,22.9488,Low_Profit
3050,10-12-20,Standard Class,HA-14920,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,14.2,1,0.2,3.3725,Low_Profit
3051,10-12-20,Same Day,LS-16975,Home Office,United States,Omaha,Nebraska,Central,Office Supplies,Binders,34.5,3,0.0,15.525,Low_Profit
3053,10-12-20,First Class,AW-10840,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,10.368,2,0.2,3.6288,Low_Profit
3055,10-12-20,Same Day,CC-12220,Consumer,United States,Fairfield,Connecticut,East,Office Supplies,Envelopes,10.86,3,0.0,5.1042,Low_Profit
3057,10-12-20,First Class,BT-11680,Consumer,United States,Fort Lauderdale,Florida,South,Furniture,Furnishings,19.104,3,0.2,5.7312,Low_Profit
3058,10-12-20,Second Class,BP-11185,Corporate,United States,Seattle,Washington,West,Technology,Accessories,49.08,3,0.0,4.908,Low_Profit
3060,10-12-20,Second Class,BP-11185,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,18.24,3,0.0,5.2896,Low_Profit
3062,10-12-20,Second Class,SU-20665,Home Office,United States,Jackson,Mississippi,South,Technology,Phones,38.97,3,0.0,0.7794,Low_Profit
3063,10-12-20,Second Class,SU-20665,Home Office,United States,Jackson,Mississippi,South,Office Supplies,Binders,45.84,8,0.0,22.0032,Low_Profit
3064,10-12-20,Second Class,AG-10330,Consumer,United States,Stockton,California,West,Technology,Phones,95.84,4,0.2,34.742,Medium_profit
3065,10-12-20,Second Class,AG-10330,Consumer,United States,Stockton,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208,Low_Profit
3066,10-12-20,Standard Class,JE-16165,Corporate,United States,North Charleston,South Carolina,South,Furniture,Furnishings,14.76,2,0.0,4.2804,Low_Profit
3067,10-12-20,First Class,WB-21850,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.273,1,0.7,2.5093,Low_Profit
3068,10-12-20,First Class,WB-21850,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,87.92,5,0.2,15.386,Low_Profit
3069,11-12-20,Standard Class,MV-18190,Consumer,United States,New York City,New York,East,Office Supplies,Binders,23.36,4,0.2,7.884,Low_Profit
3070,11-12-20,Standard Class,MV-18190,Consumer,United States,New York City,New York,East,Technology,Accessories,39.98,2,0.0,13.5932,Low_Profit
3071,11-12-20,Standard Class,AI-10855,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,63.686,1,0.3,9.098,Low_Profit
3072,11-12-20,Same Day,RR-19315,Consumer,United States,Aurora,Illinois,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,Low_Profit
3073,11-12-20,Same Day,RR-19315,Consumer,United States,Aurora,Illinois,Central,Furniture,Furnishings,77.72,1,0.6,66.062,Medium_profit
3075,11-12-20,Standard Class,KN-16390,Corporate,United States,New Bedford,Massachusetts,East,Technology,Phones,128.85,3,0.0,3.8655,Low_Profit
3076,11-12-20,First Class,AS-10285,Corporate,United States,Palatine,Illinois,Central,Technology,Accessories,116.312,7,0.2,23.2624,Low_Profit
3077,11-12-20,Standard Class,AA-10375,Consumer,United States,New York City,New York,East,Office Supplies,Binders,14.952,1,0.2,5.0463,Low_Profit
3078,11-12-20,Standard Class,AA-10375,Consumer,United States,New York City,New York,East,Office Supplies,Paper,17.94,3,0.0,8.073,Low_Profit
3079,11-12-20,Standard Class,AA-10375,Consumer,United States,New York City,New York,East,Technology,Phones,116.98,2,0.0,29.245,Low_Profit
3080,11-12-20,First Class,DK-13375,Consumer,United States,Abilene,Texas,Central,Office Supplies,Appliances,1.392,2,0.8,3.7584,Low_Profit
3082,11-12-20,Standard Class,DV-13045,Corporate,United States,Jacksonville,Florida,South,Technology,Phones,73.568,4,0.2,16.5528,Low_Profit
3083,11-12-20,Standard Class,DV-13045,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Art,13.584,1,0.2,1.3584,Low_Profit
3084,11-12-20,Standard Class,DV-13045,Corporate,United States,Jacksonville,Florida,South,Furniture,Chairs,64.784,1,0.2,12.147,Low_Profit
3085,11-12-20,Second Class,RS-19870,Home Office,United States,Burlington,Iowa,Central,Office Supplies,Envelopes,7.28,1,0.0,3.4944,Low_Profit
3086,11-12-20,Second Class,RS-19870,Home Office,United States,Burlington,Iowa,Central,Office Supplies,Binders,5.4,3,0.0,2.592,Low_Profit
3087,11-12-20,First Class,NB-18655,Corporate,United States,Paterson,New Jersey,East,Office Supplies,Fasteners,6.54,3,0.0,2.1582,Low_Profit
3088,11-12-20,Standard Class,RB-19435,Consumer,United States,Plainfield,New Jersey,East,Office Supplies,Binders,40.2,5,0.0,18.09,Low_Profit
3090,11-12-20,Standard Class,RB-19435,Consumer,United States,Plainfield,New Jersey,East,Office Supplies,Appliances,22.75,7,0.0,6.5975,Low_Profit
3091,13-12-20,Same Day,MW-18220,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,31.44,3,0.0,8.4888,Low_Profit
3092,13-12-20,Standard Class,BP-11095,Corporate,United States,New York City,New York,East,Furniture,Bookcases,287.976,3,0.2,7.1994,Low_Profit
3093,13-12-20,Standard Class,EP-13915,Consumer,United States,San Francisco,California,West,Office Supplies,Labels,8.64,3,0.0,4.2336,Low_Profit
3094,13-12-20,Standard Class,EP-13915,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,38.88,6,0.0,18.6624,Low_Profit
3095,13-12-20,Standard Class,EP-13915,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,201.04,8,0.0,54.2808,Medium_profit
3096,13-12-20,Standard Class,EP-13915,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,12.96,2,0.0,6.3504,Low_Profit
3097,14-12-20,Standard Class,MP-18175,Home Office,United States,San Diego,California,West,Furniture,Furnishings,26.25,3,0.0,11.025,Low_Profit
3098,14-12-20,Standard Class,MP-18175,Home Office,United States,San Diego,California,West,Office Supplies,Binders,64.96,14,0.2,22.736,Low_Profit
3099,14-12-20,Standard Class,MP-18175,Home Office,United States,San Diego,California,West,Office Supplies,Envelopes,43.7,5,0.0,20.539,Low_Profit
3100,14-12-20,Standard Class,GM-14455,Home Office,United States,Chicago,Illinois,Central,Technology,Accessories,227.976,3,0.2,28.497,Low_Profit
3101,14-12-20,Standard Class,GM-14455,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,52.68,3,0.2,19.755,Low_Profit
3102,14-12-20,Standard Class,GM-14455,Home Office,United States,Chicago,Illinois,Central,Furniture,Furnishings,2.032,1,0.6,1.3208,Low_Profit
3103,14-12-20,Standard Class,KL-16555,Corporate,United States,Fayetteville,Arkansas,South,Technology,Accessories,159.8,4,0.0,70.312,Medium_profit
3104,14-12-20,Standard Class,KL-16555,Corporate,United States,Fayetteville,Arkansas,South,Technology,Accessories,44.75,5,0.0,8.5025,Low_Profit
